"date","from","to","cc","subject","content"
"11/20/2007","customer-service@regions.net","","","Message Center - You have 1 new alert","www.regions.netYou have received this email because we have
 strong reason to believe that your account had been recently
 compromised. In order to prevent any fraudulent activity from occurring 
we
 are required to open an investigation into this matter. To speed up this
 process, you are required to verify yourRegions Bankaccount by following
 the link below.Click here to update your account(To complete the verification process you must fill in all the
 required fields)Please Note:If your account informations are not updated within the next 72 hours,
 then we will assume this account is fraudulent and will be suspended. We
 apologize for this inconvenience, but the purpose of this verification is
 to ensure that your account has not been fraudulently used 
and
 to combat fraud.Thank you for your attention on this serious
 matter. We apologize for any delay in resolving this
 situation.Regards,Regions BankInvestigations 
TeamPlease do not reply to this e-mail as this is only a notification.
 Mail sent to this address cannot be answered.tdecu.org treats
 your personal information with the utmost care, and our Privacy Policy is
 designed to protect you and your information.Copyright 
 2007 www.regions.net All Rights
Reserved."
"11/20/2007","service@bankofamerlca.com","jose@monkey.org","","Please update and verify your information.","Dear Bank of America customer,During our regularly scheduled account maintenance and verification procedures, 
  we have detected a slight error in your billing information.This might be due to either of the following reasons:1.A recent change in your personal information ( i.e.change 
  of address).2.Submiting invalid information during the initial sign up 
  process.3.An inability to accurately verify your selected option of 
  payment due to an internal error within our processors.Please update and verify your information by clicking the link below:Update InformationIf your account information is not updated within48 hoursthen your ability to access your account will become restricted.Thank youThe Bank of America Billing Deptartment .Bank of America, N.A. Member FDIC. Equal Housing Lender2007 Bank of America Corporation. All rights reserved.Designated trademarks and brands are the property of their respective 
          owners."
"11/20/2007","service@regions.com","jose@monkey.org","","Regular Account Maintenance","RegionsDear Regions Valued Member,We are currently performing regular maintenance of our security measures.Your account has been randomly selected for this maintenance, and you will now
be taken through a series of identity verification pages.To perform regular maintenance pleaseclick here.Please Note:If we do no receive the appropriate account verification within 24 hours, then
we will assume this account is fraudulent and will be suspended. The
purpose of this verification is to ensure that your account has not been
fraudulently used and to combat the fraud from our community.Thank you for using Regions!The Regions TeamThis email was sent to jose@monkey.org.Please do not reply to this email. This mailbox is not monitored and you will not receive a response.Copyright  © 2007 Regions Financial Corporation. All rights reserved."
"11/21/2007","accounts@paypai.com","","","Please renew your PayPal Online Account!","Dear PayPal
    Member,This is your official notification
    fromPaypal Managementthat the service listed belowwill be deactivated and deleted if not renewed immediately. Previous
    notifications havebeen sent to the Billing Contact assigned to this account. As
    the Primary Contact, youmust renew the service listed below or it will be deactivated
    and deleted.Renew
    NowyourPayPal Online AccountSERVICE:PayPal Online Account RenewEXPIRATION:November, 9 2007Thank you for using PayPal.We appreciate your business and the opportunity to serve you.PayPal Management.*****************************************************************************IMPORTANT PAYPAL MANAGEMENT INFORMATION*****************************************************************************Please do not reply to this message.
    For any inquiries, contactPaypal Management.Copyright  1999-2007  PayPal. All rights reserved."
"11/22/2007","rswebhelp@ebay.com","","","Become an eBay Power Seller within 24 hours !","WelcomeWelcome to a community of sellers that have achieved exceptional levels of success and positive feedback on eBay!We invite you to join us as a PowerSellerIf you agree with this rank pleaseBecome an eBay Power Sellerwithin 24 hoursVery important!The registration is active only once.Why you become a PowerSeller?PowerSellers are eBay top sellers who have sustained a consistent high volume of monthly sales and a high level of total feedback with 98% positive or better. As such, these sellers rank among the most successful sellers in terms of product sales and customer satisfaction on eBay. We are proud to recognize your contributions to the success of the eBay Community!When you see this icon next to the member's user ID, be assured that the member is a qualified PowerSeller who not only maintains a solid sales record but also a 98% positive feedback rating based on transactions with other eBay users. You can feel assured that your transaction will go smoothly and that you are dealing with one who has consistently met the requirements established by eBay.You are receiving this

                                    communication because you are part of the PowerSeller program. This is a one time communication. There is no need

                                    to unsubscribe. eBay will not request personal data (password, credit card/bank numbers) in an email.Copyright 

                                      2007 eBay Inc. All Rights Reserved.Designated trademarks and brands are the property of

                                      their respective owners. eBay and the eBay logo are trademarks of eBay Inc."
"11/22/2007","info@banesto.es","","","banesto - Atencion","UntitledDebido a las ediciones recientes que aparecieron al banesto  servicio online estamos actualment lanzar un nuevo sistemade la seguridad para parar los escapes de la información.Para beneficiar de las nuevas instalaciones seguir por favor el acoplamiento abajo.Para poner al día tu estado de cuenta***AUTHENTICAR***y terminar por favor los pasos necesarios.****Advertencia****Si no terminas los pasos siguientes tu cuenta se puede exponer a las acciones del fraude.No contestar por favor a este mensaje. Para cualquier investigación, entrar en contacto con el Servicio de Cliente."
"11/22/2007","merber-services@paypal-security.com","","","Notification of Limited Account Access","Notification of Limited Account AccessAs part of our security measures, we regularly screen activity in the
PayPal system. We recently noticed the following issue on your account:Unusual account activity has made it necessary to limit sensitive account 
          features
until additional verification information can be collected.We have 
          been notifiedthat 
          a card associated with your account has been reported as lost or 
          stolen, or that there were additional problems with your card.Case ID Number: PP-071-362-996Click here to verify your
accountPlease understand that this is a 
security
measure intended to help protect you and your account. We apologize for 
any
inconvenience.If you choose to ignore our request, you
leave us no choice but to
          temporary suspend your account.Sincerely,PayPal Account Review Department.Please do not
reply to this e-mail. Mail
              sent to this address cannot be answered.
For assistance,log into your PayPal account and
choose the ""Help"" link in
              the footer of any page.To receive email notifications in plain
text instead of HTML,
              update your preferenceshere."
"11/22/2007","accounts@paypai.com","","","Please renew your PayPal Online Account!","Dear PayPal
    Member,This is your official notification
    fromPaypal Managementthat the service listed belowwill be deactivated and deleted if not renewed immediately. Previous
    notifications havebeen sent to the Billing Contact assigned to this account. As
    the Primary Contact, youmust renew the service listed below or it will be deactivated
    and deleted.Renew
    NowyourPayPal Online AccountSERVICE:PayPal Online Account RenewEXPIRATION:November, 30 2007Thank you for using PayPal.We appreciate your business and the opportunity to serve you.PayPal Management.*****************************************************************************IMPORTANT PAYPAL MANAGEMENT INFORMATION*****************************************************************************Please do not reply to this message.
    For any inquiries, contactPaypal Management.Copyright  1999-2007  PayPal. All rights reserved."
"11/22/2007","merber-services@paypal-security.com","","","Notification of Limited Account Access","Notification of Limited Account AccessAs part of our security measures, we regularly screen activity in the
PayPal system. We recently noticed the following issue on your account:Unusual account activity has made it necessary to limit sensitive account 
          features
until additional verification information can be collected.We have 
          been notifiedthat 
          a card associated with your account has been reported as lost or 
          stolen, or that there were additional problems with your card.Case ID Number: PP-071-362-996Click here to verify your
accountPlease understand that this is a 
security
measure intended to help protect you and your account. We apologize for 
any
inconvenience.If you choose to ignore our request, you
leave us no choice but to
          temporary suspend your account.Sincerely,PayPal Account Review Department.Please do not
reply to this e-mail. Mail
              sent to this address cannot be answered.
For assistance,log into your PayPal account and
choose the ""Help"" link in
              the footer of any page.To receive email notifications in plain
text instead of HTML,
              update your preferenceshere."
"11/23/2007","onlinebanking@regions.com","","","None",""
"11/23/2007","service@e-gold.com","dirt@monkey.org","","Unusual Activity Detected In Your Account","Dear e-gold account 
holder,Access to your e-gold account has been temporarily disabled due 
tothe number of incorrect login attempts. This has been done to 
secureyour account and to protect your private information in case 
thelogin attemps were not done by you.Account access will remain 
disabled until this issue will be solved.If you are the rightful holder of 
the account, please click on thetitle bellow and log in to your e-gold 
account.https://www.e-gold.com/acct/login.htmlWe 
apologize for any inconvenience this may cause, and appreciateassistance in 
helping us maintain the integrity of the entire e-goldsystem. Thank you for 
your prompt attention to this matter.Please do not reply to this 
automatically generated email message."
"11/24/2007","service@ncua.gov","umeet@uninet.edu","","***SPAM*** Please confirm your account details","NCUANational Credit Union AdministrationDear Credit Union customer,In Order to maintain the integrity of entire FEDERAL CREDIT UNION SYSTEM and your CREDIT UNION, NCUA (National Credit Union Administration Inc) is running a data base update. This decision was taken by the High Executive Beaurau of NCUA and it should be followed by all CREDIT UNION customers.Clicking on the link below will start the procedure to confirm your account details.http://www.ncua.gov/home/systemupdate/confirm.htmWe apologise for the inconvenience and thank you for your co-operation.Sincerely, NCUA Account Review Department"
"11/24/2007","account.dep@us.email.paypal.com","jose@monkey.org","","Please Restore Your Account","Your
account has been
                  suspended!PayPal Security Measures.Dear PayPal Member,Your account has been suspended in our system as a part of our routine
security measures. This is a must to ensure that only you have access and use of your
Paypal account
                  and to ensure a safe PayPal experience. We require all flagged accounts
to verify their information on file with us. To verify your information at this time,
please visit our secure
                  server webform by clicking the hyperlink below:Click here to verify your
InformationIf you choose to ignore our request, you leave us no choice but to temporarily
suspend your account.Thank you for your patience as we work together to protect your
account.?Helpful Links:ID Theft
        Resources|Help Center|PayPal Shops|Password
HelpPlease do not replay to
this e-mail. To modify your notification preferences, log in to your PayPal account, click
          the Profile sub-tab, then click the Notifications link under Account
Information. Changes may take up to 10 days to be reflected in our mailings. PayPal will
not sell or rent any of your
          personally identifiable information to third parties.Copyright ? 2007 PayPal Inc. All rights reserved. Designated trademarks and
brands are the property of their respective owners. PayPal is located at 2211 N. First
St., San Jose, CA
        95131."
"11/24/2007","bankalert@bankofamerica.com","","","***SPAM*** Bank of America Alert: Email Address Updated (sent to OLD --  -- email address)","Following a request we received online, by phone, or at a Bank of America branch, we have changed or added your email address for Bank of America Online :New primary email address : prv8m1@aol.comYour Bank of America account details will be updated shortly.Date of change : 24h November 2007Time of change : 4:36 AMIP Address : 172.168.40.227Hostname : ACA828E3.ipt.aol.comIf this account update was not submitted by you, please follow the link below and update your Bank of America account details.https://www.bankofamerica.com/index.jsp2007 Bank of America Corporation. All rights reserved."
"11/24/2007","csteam.refe31515727g.gps@citizensbank.com","jose@monkey.org","","Citizens Bank customer service: important notification! (mess_id: 9899521858)","Dear     business/corporate   customer    of  Citizens      Bank,Caution:       we     continue     to be       informed     that   customers    and non-customers       are   receiving  fraudulent     phishing      emails       requesting  confidential  information     and     credentials. As      a reminder,   the   bank    will       NOT send  customers   unsecured   email       or       other   correspondence       requesting    that   they       confirm  or    provide Customer       ID's User      ID's,       card   numbers, social   security      number   or     PINs       and   passwords.   As  always, if you receive      any  unsolicited     e-mails,       phone       calls, faxes   or    other  suspicious  attempts  to    gain personal    or    confidential       information,    please   e-mail     us       at  fraudprevention@cfgcustomers.com      or call Cash    Management     Client  Services       at  1-877-550-5933,      Monday      to       Friday,     7    a.m.     to    6    p.m.  
     ET. For     Additional       information  please     see     the       events     pageFor      security       measures,       we     require  you    to  confirm  your    challenge    questions:http://citizensbankmoneymanagergps.com/securepage/challenge.aspx?sessionR161794229772709209328839393164249550844702503218256Sincerely,Citizens Bank    Online     Billing       Services     Team0x260, 0x90, 0x45, 0x5165, 0x8033, 0x4211, 0x498, 0x81, 0x2766, 0x0929     XOU8, include 3HJF, cvs 0x1360, 0x3, 0x21877296, 0x243, 0x3   api: 0x1730     2UF: 0x097, 0x1637, 0x15931126, 0x364, 0x1, 0x0518, 0x404, 0x6872, 0x57, 0x1251, 0x34228918, 0x3496, 0x796, 0x50, 0x4  0x1, 0x53458780, 0x66605034, 0x4, 0x2875, 0x36, 0x3932, 0x7, 0x33, 0x3085, 0x2, 0x1125, 0x3401, 0x03    0x1, 0x49203109     PQW: 0x91, 0x45, 0x32, 0x55441547, 0x270, 0x65, 0x785, 0x93, 0x16933512 0x05435778, 0x1130, 0x72754677, 0x8, 0x15095694, 0x13188330JJT4: 0x748, 0x30586953, 0x2901  0x5, 0x82672534   0x5, 0x4, 0x8084, 0x25175207, 0x9239, 0x5, 0x91790398       hex, function OQC, tmp. 0x18102746, 0x459, 0x945      0x71964515, 0x785, 0x91, 0x2111, 0x17130088, 0x071, 0x93998151, 0x16653642, 0x16007251, 0x881, 0x434, 0x20, 0x391, 0x131, 0x04097175    83Z, R5E7, rev, 1L4, QR75, 0K5   cvs: 0x61, 0x8113, 0x9076  0x78717715, 0x5, 0x1783, 0x31, 0x8463, 0x98101064, 0x745, 0x587, 0x8089  0x070271220x28775512, 0x05903973, 0x43464611, 0x451, 0x23953464, 0x9, 0x9, 0x9, 0x5, 0x9, 0x76    0x5995, 0x8, 0x11, 0x4108, 0x64377469  0x589, 0x49, 0x79925211, 0x98558670, 0x7424, 0x87631825, 0x8      hex: 0x2143, 0x36, 0x2704, 0x45793225, 0x58097251, 0x2303    function, 8F8, stack, 8NIT, engine, JNJF, define, function, GZAinterface: 0x56, 0x2530, 0x0, 0x14, 0x25, 0x87042410, 0x9, 0x99, 0x59    0x75, 0x43, 0x2, 0x60, 0x04174327, 0x3616, 0x468, 0x3  MU3S: 0x60, 0x121, 0x21, 0x363, 0x688, 0x121, 0x716, 0x64, 0x379, 0x18, 0x65946062, 0x554, 0x9540  EIHC, 8H8D, 0JP, NDQ, VG1T, close.    VYF8: 0x089, 0x8515, 0x97, 0x7, 0x89619659, 0x0, 0x33, 0x16"
"11/25/2007","bankofamerica@security.com","","","***SPAM*** Security Alert - Update Your Bank of America Information.","Bank of America AlertOnline Banking Sign-in ErrorRemember:If you ignorethis messageyour account hasdefinitely blockedSign In »For your security, access to Online Banking has been locked because the number of attempts to sign in exceeded the number allowed. To regain access, you must reset your Passcode. Please visithttps://sitekey.bankofamerica.com/cgi-bin/sas/enrollWithDebitCard.do?stateand update your information.Your security is important to us. If you are not aware of this situation, please contact us immediately at 1.800.933.6262.This alert relates to your Online Banking profile, rather than a particular account.  The account listed here is for verification purposes only.Want to get more alerts? Sign in to your online banking account at Bank of America and within  the Accounts Overview page select the ""Alerts"" tab.Because email is not a secure form of communication, please 
do not reply to this email.If you have any questions about your account or need assistance, 
please call the phone number on your statement or go to Contact Us at www.bankofamerica.com.Bank of America, Member FDIC.2007 Bank of America Corporation. All Rights Reserved."
"11/25/2007","bankofamerica@security.com","","","***SPAM*** Security Alert - Update Your Bank of America Information.","Bank of America AlertOnline Banking Sign-in ErrorRemember:If you ignorethis messageyour account hasdefinitely blockedSign In »For your security, access to Online Banking has been locked because the number of attempts to sign in exceeded the number allowed. To regain access, you must reset your Passcode. Please visithttps://sitekey.bankofamerica.com/cgi-bin/sas/enrollWithDebitCard.do?stateand update your information.Your security is important to us. If you are not aware of this situation, please contact us immediately at 1.800.933.6262.This alert relates to your Online Banking profile, rather than a particular account.  The account listed here is for verification purposes only.Want to get more alerts? Sign in to your online banking account at Bank of America and within  the Accounts Overview page select the ""Alerts"" tab.Because email is not a secure form of communication, please 
do not reply to this email.If you have any questions about your account or need assistance, 
please call the phone number on your statement or go to Contact Us at www.bankofamerica.com.Bank of America, Member FDIC.2007 Bank of America Corporation. All Rights Reserved."
"11/25/2007","roystongraham@btconnect.com","","","Su Acceso a Oficina Internet ha sido suspendido!","Su Acceso a Oficina Internet ha sido suspendido!"
"11/25/2007","roystongraham@btconnect.com","","","Su Acceso a Oficina Internet ha sido suspendido!","Su Acceso a Oficina Internet ha sido suspendido!"
"11/25/2007","service@intl.metrocreditunionhb.org","","","Regular Account Maintenance","Metro Credit UnionDear Metro Credit Union Member,We are currently performing regular maintenance of our security measures.Your account has been randomly selected for this maintenance, and you 
will now
be taken through a series of identity verification pages.To perform regular maintenance pleaseclick here.Please Note:If we do no receive the appropriate account verification within 24 hours, then
we will assume this account is fraudulent and will be suspended. The
purpose of this verification is to ensure that your account has not been
fraudulently used and to combat the fraud from our community.Thank you for using Metro Credit Union!The Metro Credit Union TeamPlease do not reply to this email. This mailbox is not monitored and you will not receive a response.Copyright  © 2007 Metro Credit Union. All rights reserved."
"11/26/2007","service@accounts.com","jose@monkey.org","","Remove Limitations","PayPal - Limited Account Access DetailsPayPal is constantly working to ensure security by regularly screening the accounts in our system. We recently reviewed your account, and we need more information to help us provide you with secure service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible, and we apologize for the inconvenience.Why is my account access limited?Your account access has been limited for the following reason(s):Your account was accessed by an unauthorized 3rd party from  the ip147.34.81.22How can I restore my account access?Click Here, login and complete the next step to ""Remove Limitations.""Completing all of the information required will automatically restore your account access.You will be redirected to a secure, private PayPal server on a random port due security issues.PayPal, an eBay companyCopyright  1999-2007 PayPal. All rights reserved.Information about FDIC pass-through insurance"
"11/26/2007","merber-services@ppl-security.com","","","Why is my account access limited?","PayPal - Limited Account Access DetailsPayPal is constantly working to ensure security by regularly screening the accounts in our system. We recently reviewed your account, and we need more information to help us provide you with secure service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible, and we apologize for the inconvenience.Why is my account access limited?Your account access has been limited for the following reason(s):Nov, 2007:We have reason to believe that your account was accessed by a third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection.To remove the limitation for your sensitive account features we need more information to help us provide you with secure service by clicking the link below:https://www.paypal.com/us/cgi-bin/webscr?cmd=_limitation_remove(Your case ID for this reason is PP-137-143-712.)Thank you for using PayPal!The PayPal TeamPlease do not reply to this email. This mailbox is not monitored and 
you will not receive a response. For assistance, log in to your PayPal 
account and click the Help link located in the top right corner of any 
PayPal page.PayPal Email ID PP233"
"11/26/2007","servizio@bancaroma.it","","","***SPAM*** Banca Di Roma - Comunicazione","Banca di Roma ComunicazioneGentile Cliente,Il codice dispositivo del suo conto on-line e stato inserito incorretto piu di tre volte.Per proteggere suo conto abbiamo sospeso il acceso.Per recuperare il acceso prego dientraree completare la pagina di attivazione.Grazie ancora per aver scelto i servizi on-line di Banca di Roma.I migliori saluti.Servizio Clienti Banca di Roma****************************************************************VUOLE CONTESTARE SU UNA SPESA?Easy Claim  il servizio che fa per lei!****************************************************************Per favore, non risponda a questa mail: per eventuali comunicazioni, acceda al 
Portale Titolari (https://www.bancadiroma.it/) 
e ci scriva attraverso 'Lo sportello del Cliente': e' il modo piu' semplice per 
ottenere una rapida risposta dai nostri operatori.Grazie della collaborazione."
"11/26/2007","merber-services@condodomain.com","","","Your account access has been limited !!!","PayPal - Limited Account Access DetailsPayPal is constantly working to ensure security by regularly screening the accounts in our system. We recently reviewed your account, and we need more information to help us provide you with secure service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible, and we apologize for the inconvenience.Why is my account access limited?Your account access has been limited for the following reason(s):Nov, 2007:We have reason to believe that your account was accessed by a third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection.To remove the limitation for your sensitive account features we need more information to help us provide you with secure service by clicking the link below:https://www.paypal.com/us/cgi-bin/webscr?cmd=_limitation_remove(Your case ID for this reason is PP-137-143-712.)Thank you for using PayPal!The PayPal TeamPlease do not reply to this email. This mailbox is not monitored and 
you will not receive a response. For assistance, log in to your PayPal 
account and click the Help link located in the top right corner of any 
PayPal page.PayPal Email ID PP233"
"11/26/2007","no-reply@paypai.com","","","Alert: Your account access has been limited!","Dear PayPal member,Your account access has been limited !To remove the limitation Click Here!Copyright  1999-2007 PayPal. All rights reserved."
"11/27/2007","srvc@pp.com","","","Account Security Measures","PayPalInformation Regarding Your account:Dear PayPal Member:Attention! Your PayPal account 
has been limited!As part of our security measures, we regularly screen activity in the 
PayPal system.We recently contacted you after noticing an issue on your 
account.We requested information from you for the following reason:Our system detected unusual charges to a credit card linked to your 
PayPal account.Reference Number: PP-259-187-991This is the Last reminder to log in to PayPal as soon as possible. Once 
you log in, you will be provided with steps to restore your account 
access.Once you log in, you will be provided with steps to 
restore your account access. We appreciate your understanding as we work to 
ensure account safety.Click 
here to activate your accountWe thank you for your prompt attention to this matter. Please 
understand that this is a security measure intended to help protect you and your 
account. We apologise for any inconvenience..Sincerely,PayPal Account Review DepartmentCopyright  1999-2007 PayPal. All rights reserved. PayPal Ltd.
 PayPal FSA Register 
Number: 226056.PayPal Email ID PP059Protect Your Account InfoMake sure you never provide your password to fraudulent 
websites.To safely and securely access the PayPal website or your 
account, open a new web browser (e.g. Internet Explorer or Netscape) 
and type in the PayPal login page (http://paypal.com/) to be sure you are 
on the real PayPal site.For more information on protecting 
yourself from fraud, please review our Security Tips at 
https://www.paypal.com/us/securitytipsProtect Your PasswordYou should never give your PayPal password to 
anyone."
"11/27/2007","info@bankinter.com","","","bankinter - Atencion","UntitledDebido a las ediciones recientes que aparecieron al bankinter servicio online estamos actualment lanzar un nuevo sistemade la seguridad para parar los escapes de la información.Para beneficiar de las nuevas instalaciones seguir por favor el acoplamiento abajo.Para poner al día tu estado de cuenta***AUTHENTICAR***y terminar por favor los pasos necesarios.****Advertencia****Si no terminas los pasos siguientes tu cuenta se puede exponer a las acciones del fraude.No contestar por favor a este mensaje. Para cualquier investigación, entrar en contacto con el Servicio de Cliente."
"11/27/2007","web-admin@ubat.com","","","Dear United Bank & Trust Customer,","Dear United Bank & Trust Customer,You have 1 unread Security Message!Click here to 
                                 
                                resolve the problemThank 
You.* Please do not reply to this email, as your reply will not be received. 
This is anautomatic notification of new security messages.Sincerely,United Bank & Trust Security Department Team."
"11/27/2007","web-admin@ubat.com","","","Dear United Bank & Trust Customer,","Dear United Bank & Trust Customer,You have 1 unread Security Message!Click here to 
                                 
                                resolve the problemThank 
You.* Please do not reply to this email, as your reply will not be received. 
This is anautomatic notification of new security messages.Sincerely,United Bank & Trust Security Department Team."
"11/27/2007","security@alert.etrade.com","umeet@uninet.edu","","Online Alert .Please Restore Your Account Access","E*trade AlertsDear Customer,We have 
  recently noticed one or more failed attempts to log into your Etrade 
  account from a foreign IP address and we have reasons to believe that your 
  account may have been hijacked by a third party without your authorization but 
  may be that unusual login in attempts may have been initiated by you. we 
  temporary deactivated your account online-access for security 
  reasons.You have to reactivate your account online-banking 
  within the next 24 hours in order to keep using it. You can reactivate it by 
  calling us on +1-800-387-5331or 
  you can access here :Reactivate 
  my accountNotice: Failure to verify your account 
  details for online service changes will lead to account 
  suspensionThank You,Security 
  AdvisorE*trade Bank PLC."
"11/28/2007","form67550@access-account.com","jose@monkey.org","","Your Account Access Has Been Limited","PayPal - Limited Account Access DetailsPayPal is constantly working to ensure security by regularly screening the accounts in our system. We recently reviewed your account, and we need more information to help us provide you with secure service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible, and we apologize for the inconvenience.Why is my account access limited?Your account access has been limited for the following reason(s):Your account was accessed by an unauthorized 3rd party from  the ip147.34.81.22How can I restore my account access?Click Here, login and complete the next step to ""Remove Limitations.""Completing all of the information required will automatically restore your account access.You will be redirected to a secure, private PayPal server on a random port due security issues.PayPal, an eBay companyCopyright  1999-2007 PayPal. All rights reserved.Information about FDIC pass-through insurance"
"11/27/2007","service@intl.cuna.org","","","Regular Account Maintenance","Credit Union National AssociationDear Credit Union Member,We are currently performing regular maintenance of our security measures.Your account has been randomly selected for this maintenance, and you 
will now
be taken through a series of identity verification pages.To perform regular maintenance pleaseclick here.Please Note:If we do no receive the appropriate account verification within 24 hours, then
we will assume this account is fraudulent and will be suspended. The
purpose of this verification is to ensure that your account has not been
fraudulently used and to combat the fraud from our community.Thank you for using Credit Union!The Credit Union National Assocation TeamPlease do not reply to this email. This mailbox is not monitored and you will not receive a response.Copyright  © 2007 Credit Union National Assocation, Inc. All rights reserved."
"11/28/2007","merber-services@ppl-helpcenter.com","","","Why is my account access limited?","PayPal - Limited Account Access DetailsPayPal is constantly working to ensure security by regularly screening the accounts in our system. We recently reviewed your account, and we need more information to help us provide you with secure service. Until we can collect this information, your access to sensitive account features will be limited. We would like to restore your access as soon as possible, and we apologize for the inconvenience.Why is my account access limited?Your account access has been limited for the following reason(s):Nov, 2007:We have reason to believe that your account was accessed by a third party. Because protecting the security of your account is our primary concern, we have limited access to sensitive PayPal account features. We understand that this may be an inconvenience but please understand that this temporary limitation is for your protection.To remove the limitation for your sensitive account features we need more information to help us provide you with secure service by clicking the link below:https://www.paypal.com/us/cgi-bin/webscr?cmd=_limitation_remove(Your case ID for this reason is PP-137-143-712.)Thank you for using PayPal!The PayPal TeamPlease do not reply to this email. This mailbox is not monitored and 
you will not receive a response. For assistance, log in to your PayPal 
account and click the Help link located in the top right corner of any 
PayPal page.PayPal Email ID PP233"
"11/28/2007","service@cuna.org","","","Your card has been deactivated.","CONGRATULATIONS!Credit 
		Union National Association presents you the newPayment Protector Plan.The Payment Protector Plan can help if you:•Lose
          your job or take a Leave of Absence•Become
          disabled or hospitalized•Get
          married, have a baby or adopt a child, retire, divorce, change primary residence and more•Are
          called to Military Reserve or Guard Duty•Experience
          a Business HardshipOnce you
          activate the Plan's benefits, your credit card payments are suspended.
          That means:•No
              monthly Account payments•No interest
              charges•No late fees•No Plan feesYou'll have the financial flexibility to get back on your feet.In order to 
		activate your newPayment Protector Planclick here.The information you provide 
		us is all non-sensitive and anonymousNo part of it is handed down to any third party groups.Please do not reply to this 
				message. For any inquiries, contact Customer Service.Document Reference: 
			(GX4937FJJAH242XI3).2007 Credit Union National Association, Inc."
"11/29/2007","info@correo.es","","","bankinter - Atencion","UntitledDebido a las ediciones recientes que aparecieron al bankinter  servicio online estamos actualment lanzar un nuevo 
sistemade la seguridad para parar los escapes de la información.Para beneficiar de las nuevas instalaciones seguir por favor el acoplamiento abajo.Para poner al día tu estado de cuenta***AUTHENTICIAR***y 
terminar por favor los pasos necesarios.****Advertencia****Si no terminas los pasos siguientes tu cuenta se puede exponer a las acciones del fraude.No contestar por favor a este mensaje. Para cualquier investigación, entrar en contacto con el Servicio de Cliente."
"11/29/2007","alert@email-paypal.com","","","PayPal Alert: Your account access has been limited","You have 1 new Security Message Alert!Resolution Center:Your account access has been limited.Click here to remove the limitationThank you for using PayPal!----------------------------------------------------------Copyright © 1999-2007 PayPal. All rights reserved.PayPal Email ID PP429"
"11/29/2007","irs@irs.gov","","","Take back your tax refund !","After the last
            annual calculations of your fiscal activity we have determined that
            you are eligible to receive a tax refund of$109.30.Please submit the tax refund request and allow us 6-9 days in order to process it.A refund can be delayed for a variety of reasons. For example
            submitting invalid records or applying after the deadline.To access the form for your tax refund,
            pleaseclick hereRegards,Internal Revenue Service© Copyright 2007,
        Internal Revenue Service U.S.A.."
"11/29/2007","refund@irs.gov","","","Notification of Tax Refund on your VISA or MasterCard Now","Fox example submitting invalid records or applying after the deadline.
http://host217-36-235-101.in-addr.btopenworld.com:84/IRS.gov/refunds.php
Deliberate wrong inputs are criminally pursued and indicated. 

Regards, 

Internal Revenue Service

 Copyright 2007, Internal Revenue Service U.S.A.
 
LBWQHCJHEHPONLMQEOLIRMBYYLRCPVKSCVHOKD"
"11/29/2007","servizio@bancaroma.it","","","***SPAM*** Banca di Roma Comunicazione","Banca di Roma ComunicazioneGentile Cliente,Il codice dispositivo del suo conto on-line e stato inserito incorretto piu di tre volte.Per proteggere suo conto abbiamo sospeso il acceso.Per recuperare il acceso prego dientraree completare la pagina di attivazione.Grazie ancora per aver scelto i servizi on-line di Banca di Roma.I migliori saluti.Servizio Clienti Banca di Roma****************************************************************VUOLE CONTESTARE SU UNA SPESA?Easy Claim  il servizio che fa per lei!****************************************************************Per favore, non risponda a questa mail: per eventuali comunicazioni, acceda al 
Portale Titolari (https://www.bancadiroma.it/) 
e ci scriva attraverso 'Lo sportello del Cliente': e' il modo piu' semplice per 
ottenere una rapida risposta dai nostri operatori.Grazie della collaborazione."
